Rank,Username,Total Points
287,toidaidot,6750.0
288,VilleClaude,6750.0
289,hieutaminh,6750.0
290,tuanlinh17032006,6500.0
291,nickphu1234,6500.0
292,MCuong,6500.0
293,tanprodium,6500.0
294,minhkhoaitknine,6500.0
295,syru,6500.0
296,hungphong1035,6500.0
297,SanguineChameleon,6500.0
298,TuHoangAnh,6500.0
299,luthanh2006,6500.0
300,hazzu,6500.0
301,adudakwa,6500.0
302,pipoo,6500.0
303,xuanthanhit06,6500.0
304,Hnhat1234,6500.0
305,thanheco1975,6500.0
306,phannguyenquocbao,6500.0
307,ddawst,6500.0
308,xink,6500.0
309,hbphuc2009,6500.0
310,tuannghiak33tin,6500.0
311,mondellbit009,6500.0
312,nhan19042007,6500.0
313,VuongQuocHuy,6250.0
314,BJMinhNhut,6250.0
315,chitrung1,6250.0
316,Day362,6250.0
317,tienmy09,6250.0
318,nthach1010,6250.0
319,mdk2007,6250.0
320,canhnam357,6000.0
321,nguyenthaiduong,6000.0
322,provjp365,6000.0
323,betapchoi1403,6000.0
324,HonaNguyen,6000.0
325,LAH,6000.0
326,CBNK30_Vietanh,6000.0
327,dtmai,6000.0
328,Pikafalse,6000.0
329,lenhanbo,6000.0
330,ahcnam272,6000.0
331,thanhhieu2k7,5750.0
332,LuziVanlt,5750.0
333,quannguyen33,5750.0
334,SYL,5750.0
335,Linh_Vo_1908,5750.0
336,quangminh_0604,5750.0
337,Soren_15,5750.0
338,master8,5750.0
339,hoongquaan,5750.0
340,khanhtai,5750.0
341,minhzero7,5750.0
342,Lucky_Noob,5750.0
343,timebomb,5750.0
344,Mayornaise,5750.0
345,tiendat141,5750.0
346,frankmauer1985,5750.0
347,newcoder215,5750.0
348,duongajaas12,5750.0
349,L_P_P_2_0_0_3,5750.0
350,MinhNhatmn16,5500.0
351,langdat,5500.0
352,nhatlinh051,5500.0
353,giabao8a70409042008,5500.0
354,khactrung1912,5500.0
355,hanham,5500.0
356,a519man,5500.0
357,duc2007123,5500.0
358,quachtanphat,5500.0
359,hlk28buiquan,5500.0
360,hunghehe,5500.0
361,kodomotachi,5500.0
362,huuhung,5500.0
363,khoihk20,5500.0
364,TSun_Tv,5500.0
365,bornos,5250.0
366,bichsonnhat,5250.0
367,vietthanh2005,5250.0
368,MrBB,5250.0
369,Eie,5250.0
370,Ddoraaaaa,5250.0
371,dreamath,5250.0
372,DP_196,5250.0
373,Algorit,5250.0
374,BG01,5250.0
375,tienbinh,5250.0
376,ngtami123,5250.0
377,sirvibe,5250.0
378,thanhnhan,5250.0
379,sunsetinParis,5250.0
380,YukatouArimotou,5250.0
381,datmessi,5250.0
382,nguyenthedang,5250.0
383,duongcscx,5000.0
384,ITK11_MinhHieu,5000.0
385,dotuangv,5000.0
386,hacker1604,5000.0
387,hxzinh,5000.0
388,ANONYM0US,5000.0
389,Baacchh,5000.0
390,vantam,5000.0
391,noname22,5000.0
392,tinnhiemnn,5000.0
393,luanisthebest,5000.0
394,bdgbao,5000.0
395,dinhquang2006vx,5000.0
396,ruby0107,5000.0
397,Retardlord,5000.0
398,ti21_lvhoang,5000.0
399,tuongtaylor,5000.0
400,toib,4750.0
401,thieunguyenhuy,4750.0
402,bin9638,4750.0
403,philiplol,4750.0
404,incognito_tab,4750.0
405,thinhkl123,4750.0
406,ducsipro6969,4750.0
407,maithehung123,4750.0
408,dangkhiemk15,4750.0
409,nxc,4750.0
410,TheLostSun,4750.0
411,114tinthanhhaviet,4750.0
412,panh,4750.0
413,weibooo,4500.0
414,JokerFav,4500.0
415,painnotgood,4500.0
416,DyvH,4500.0
417,khanhdungtrinh,4500.0
418,nvkuy84,4500.0
419,foyu,4500.0
420,LamTer,4500.0
421,K24PADuc,4500.0
422,Datqg,4500.0
423,datn2107,4500.0
424,anotheralwcodnn,4500.0
425,buihuynhtay,4500.0
426,dthien2212,4500.0
427,HCMUS_Visitor,4500.0
428,Aquarius,4500.0
429,huynhtrankhanh,4500.0
430,Tphuc2908,4500.0
431,garbage_collector,4500.0
432,LemonTea,4500.0
433,ZeV_VN,4500.0
434,TMH,4500.0
435,tbm077861,4500.0
436,10tin_huytu,4500.0
437,predator,4500.0
438,SteGG200,4500.0
439,pahn,4500.0
440,more_slice,4500.0
441,cpptowin,4500.0
442,hophamsailam,4500.0
443,phudeeptry_ITK10,4500.0
444,user04,4500.0
445,Tink29GiaHuy08,4500.0
446,Lee_Quo_Ming,4500.0
447,hlk28khuong,4500.0
448,Shiryon,4500.0
449,buituancvp,4500.0
450,khanhphamlc,4250.0
451,NamViet212,4250.0
452,phidinh13,4250.0
453,hoang3107,4250.0
454,ductrl,4250.0
455,icecream,4250.0
456,idunnoD,4250.0
457,Loyar,4250.0
458,hlk28chitinh,4250.0
459,vuongvietligt,4250.0
460,l4adeveloper_main,4250.0
461,gduchuy81,4250.0
462,Duckmann,4250.0
463,DangHoangVietS4,4250.0
464,lelouchorz,4250.0
465,NTanDev_2007,4250.0
466,ntuan3324,4250.0
467,thefless,4250.0
468,canhtoanle,4250.0
469,hoangdeptrai,4250.0
470,xero2409,4250.0
471,BoopyTheNoob,4250.0
472,ttflres,4250.0
473,cccc,4250.0
474,prohacker,4250.0
475,nviet06,4250.0
476,abcd1234,4250.0
477,tothanhdat1421,4250.0
478,nguyenhongquang,4250.0
479,EvolutionzXD,4250.0
480,dangtiendung1201,4000.0
481,fgs,4000.0
482,LongString,4000.0
483,quocbinh,4000.0
484,wibulord,4000.0
485,sonphancoding,4000.0
486,vinhnct2005,4000.0
487,sangph2612,4000.0
488,vatten,4000.0
489,shelter,4000.0
490,DongHA,4000.0
491,hlk27nhan,4000.0
492,Duchai263,4000.0
493,minhtuantn,4000.0
494,Huynh_Minh_Tri,4000.0
495,donghuyhoang,4000.0
496,Kiet07,4000.0
497,LeDinhHuan,4000.0
498,tink19dohoanghuy09,4000.0
499,duoqdieuliq,4000.0
500,hieuka2005,4000.0
501,tink29phu23,4000.0
502,tink29nguyenphamthanhtam220726,4000.0
503,ronaldotin10,4000.0
504,ITK10_AiTram,4000.0
505,anha3k25,3750.0
506,spirithbk07,3750.0
507,lamdungvng,3750.0
508,anmattroi,3750.0
509,dangnguyenbaovn,3750.0
510,zeena,3750.0
511,icyalmond,3750.0
512,MrNobody65,3750.0
513,HUYTRINH1724,3750.0
514,DangMinhTu2006,3750.0
515,hakku,3750.0
516,BaoKhong,3750.0
517,tapvietcode0811,3750.0
518,thiennhan1407,3750.0
519,ITK11_Phu,3750.0
520,TheFool,3750.0
521,tranthuong22it,3750.0
522,duong2803,3500.0
523,Thanh_Do,3500.0
524,huyhuy,3500.0
525,AnhPham,3500.0
526,dangbesttoan24,3500.0
527,Mike4235,3250.0
528,Kennho123,3250.0
529,SadBoyZ___z,3250.0
530,paytowin,3250.0
531,nmba,3250.0
532,hqmmm,3250.0
533,tudha,3250.0
534,tien4112004,3250.0
535,cipher_breaker,3250.0
536,nguyenhainam1012cg,3250.0
537,thanhle5,3250.0
538,tndbang,3250.0
539,killcode03,3250.0
540,nguyenquangky123a,3250.0
541,seadog,3250.0
542,Smurf,3250.0
543,ro23042007,3250.0
544,hieptk,3250.0
545,vtannn_,3250.0
546,shmily244,3250.0
547,quandum,3250.0
548,Tsuki,3250.0
549,Funny,3250.0
550,anhduc5a1tp,3250.0
551,thungan_07,3250.0
552,BestRazHuxp,3250.0
553,dienhaidang,3250.0
554,Giangcoder,3250.0
555,ImSally,3250.0
556,DoanQuocKien,3250.0
557,KAKOII,3250.0
558,trannhanminh,3250.0
559,luuvanduc2006,3250.0
560,buu_ske155,3250.0
561,tinhnopro,3250.0
562,long2001mod,3250.0
563,JustA,3250.0
564,hiensumi_20222025,3250.0
565,Magnetic,3250.0
566,hoanganhminh,3250.0
567,gianggiang18,3250.0
568,NotNaCl,3250.0
569,nguyenhuunhat_thptchuvanan,3250.0
570,111nd111,3250.0
571,DGZwT,3250.0
572,HanaYuuki,3000.0
573,thangnd,3000.0
574,duonghoan21,3000.0
575,NHANGIOI,3000.0
576,hieuhuy1402,3000.0
577,han2997,3000.0
578,huyphat2904,3000.0
579,amogus123,3000.0
580,vantien1526,3000.0
581,vuky07,3000.0
582,DoDinhThang,3000.0
583,Ngumaconsi,2750.0
584,tienthinhcoder,2750.0
585,TH1_07_NguyenLeThanhHuy,2750.0
586,thanh20092007,2750.0
587,phambatai,2750.0
588,Naruto_Uzumaki_06,2750.0
589,HaoC,2750.0
590,crackerc,2750.0
591,atarii,2750.0
592,hegoplay,2750.0
593,minhnp,2750.0
594,letrang,2750.0
595,KiaConBuomVang,2750.0
596,duybinh_cbl,2750.0
597,Tu2108,2750.0
598,danghpts123,2750.0
599,nbp177,2750.0
600,anhpha,2500.0
601,sonth97,2500.0
602,iwantagf,2500.0
603,veitkoi,2500.0
604,leminhtuanils27,2500.0
605,P3ngu1nz,2500.0
606,trash,2500.0
607,tuanduc8t1,2500.0
608,btk10x,2500.0
609,LoveTram,2500.0
610,Hevikat,2500.0
611,dasher,2500.0
612,HIjacker,2500.0
613,cybnis_24,2500.0
614,_bqn,2500.0
615,jamienguyen,2500.0
616,hhoangcpascal,2500.0
617,clay,2500.0
618,Datoczz,2500.0
619,Kaitou_ne,2500.0
620,Bananabread,2500.0
621,qnt,2500.0
622,lib_09,2500.0
623,NguyenHoangPhuc,2500.0
624,khanhkhanhkhanh123,2500.0
625,hieubecclc01,2500.0
626,trinhtung2007,2500.0
627,HZA,2500.0
628,trunghieu,2500.0
629,lpp2003,2500.0
630,nguyenvuminh0907,2500.0
631,Beginer,2500.0
632,hathuha,2500.0
633,Tuandq14,2500.0
634,ANHTUANCBN,2500.0
635,nguyenthiennhan17,2500.0
636,Blmppes,2500.0
637,Ai_2007,2500.0
638,Yucy,2500.0
639,sussyFire420,2500.0
640,nhatminh2816,2500.0
641,ASURA34,2500.0
642,nam2007vn,2500.0
643,luoihocqua,2500.0
644,minhnguyen282,2500.0
645,21ti_hdhphat,2500.0
646,trannguyenkhailac,2500.0
647,minh02122k4,2500.0
648,sonktx,2500.0
649,vaidaica,2500.0
650,trangia,2500.0
651,minhdatphantran2205,2500.0
652,nobodyknows,2500.0
653,nguyennhuhung,2500.0
654,ihydra1611,2500.0
655,quankle,2500.0
656,hieun,2500.0
657,ngohung2k5,2500.0
658,blucelticw_08,2500.0
659,NguyenDongAnh,2500.0
660,yuhale,2500.0
661,thankhoi98,2500.0
662,Elektrikar,2500.0
663,sercetexam9,2500.0
664,2werpro,2500.0
665,Marr_HH,2500.0
666,phamtronghieu,2500.0
667,Kaeru,2500.0
668,pnha,2500.0
669,nguyennn,2500.0
670,kakakaka,2500.0
671,real01,2500.0
672,An250506,2500.0
673,K63_CaoThanhHung_01,2500.0
674,Doi_tui_an_hanh,2500.0
675,buivannam,2500.0
676,vavn1910,2500.0
677,cloneacc,2500.0
678,Stellaaria,2500.0
679,NIGHT,2500.0
680,quq,2500.0
681,VinhLuu12,2500.0
682,trongquang,2500.0
683,nanhtu,2500.0
684,trtduong301,2500.0
685,khanhtuanitk20,2500.0
686,hungg_lmao,2500.0
687,anhtuphamk64,2500.0
688,TatsuTB8224,2500.0
689,Jisoo_Love_Me,2500.0
690,Nhm207,2500.0
691,zNatsumi,2500.0
692,102I_pdanh,2500.0
693,DakBuhLmao,2500.0
694,VietAnhH,2500.0
695,TinyDragons,2500.0
696,nthao1004,2500.0
697,dbthuan208,2500.0
698,dangmotm07,2500.0
699,vu28082007,2500.0
700,cngkhanh_ti22,2500.0
701,tngoc23022008dsffsdfdsfsfds,2500.0
702,BJJK,2250.0
703,chonnhan123,2250.0
704,Duck404,2250.0
705,harao,2250.0
706,Ice_bear,2250.0
707,giaphuc10th,2250.0
708,detroiddh,2250.0
709,howtocode,2250.0
710,tink29khang12,2250.0
711,yakuza2006,2250.0
712,bobaonhan123,2250.0
713,Kamisatoayaka,2250.0
714,dacle,2250.0
715,quanghuy789po,2250.0
716,CBNK30_dinhson,2250.0
717,tink29levukhanhminh18,2250.0
718,minhthang1907,2250.0
719,tommerfrancis,2250.0
720,3m17,2250.0
721,1729,2250.0
722,rinho,2250.0
723,reckless,2000.0
724,carol5s,2000.0
725,LA_NHVKhang,2000.0
726,haianhnguyen08102007,2000.0
727,tranledung,2000.0
728,VuDucMinh,2000.0
729,TvipProMax,2000.0
730,nngan267,2000.0
731,trinhsytuan,2000.0
732,lemanhcuong,2000.0
733,thiencoder,2000.0
734,Minhbabe,2000.0
735,phihungtf,2000.0
736,sifmuna,2000.0
737,vinhcontem,2000.0
738,tink29duy04,2000.0
739,VanDuc,2000.0
740,Tduong,2000.0
741,z87,2000.0
742,Ich_bin_Khang,2000.0
743,tink29uyenvy35,2000.0
744,ctpt,2000.0
745,random_guy,1750.0
746,nguyendang336611,1750.0
747,micropy123,1750.0
748,dang_phuc_hung,1750.0
749,hensin,1750.0
750,taihoang,1750.0
751,Naot,1750.0
752,KieuLaThanThanh,1750.0
753,fucfan,1750.0
754,Caoducphat,1750.0
755,itsQuang,1750.0
756,n1phuclq,1750.0
757,yedlion,1750.0
758,nhuttritink29,1750.0
759,maitrang051106,1750.0
760,kien2008,1750.0
761,k_rse,1750.0
762,Kiffaz1,1750.0
763,chicuongchv,1750.0
764,hoangghai207,1750.0
765,nguyenphucchien12313,1750.0
766,luuduc910,1750.0
767,phucnguyenne07,1750.0
768,jojotarororo,1750.0
769,CodeGod,1750.0
770,mimibetty,1750.0
771,Hong_Anh2708,1750.0
772,Mai_mai_mot_tinh_yeu,1750.0
773,SuCuteUwU,1750.0
774,duckcode,1750.0
775,noobcoder123,1750.0
776,mihi195,1750.0
777,ZaSure69,1750.0
778,buon_choi96,1750.0
779,aaa_tuyt54,1750.0
780,stoopidatcoding,1750.0
781,mask,1750.0
782,vuhuydiet,1750.0
783,Hoanglong20092015,1750.0
784,DatNewBie,1750.0
785,noname123456,1750.0
786,MUIDEPTRAI,1750.0
787,NguyenBaoAnh,1750.0
788,hkbao,1750.0
789,hieuhfgr,1750.0
790,sonlh07,1750.0
791,phamminhhoang1234,1750.0
792,HOANGNGUYENHUYNH,1750.0
793,huy123qktk,1750.0
794,hieudeptrai,1500.0
795,manhlinh777,1500.0
796,TerKerrSiuKutee,1500.0
797,heygnauq,1500.0
798,DucNguyen_,1500.0
799,kimbro,1500.0
800,dlbm1302,1500.0
801,phuxtrohhg,1500.0
802,thongcoder1,1500.0
803,namle,1500.0
804,nguyene2p,1500.0
805,tuanpham1032003,1500.0
806,ainem,1500.0
807,MIT4893,1500.0
808,vnd2k6,1500.0
809,ptst,1500.0
810,thaohuong,1500.0
811,icyPie02,1500.0
812,PH07,1500.0
813,CP9,1500.0
814,ldtmaii,1500.0
815,khoatri,1500.0
816,AbsoluteMind,1500.0
817,phamnhatquangpnq,1500.0
818,zoesads,1500.0
819,minhbinhhoang,1500.0
820,tuyen1657,1500.0
821,trinhbaongoc3011,1500.0
822,Poo,1500.0
823,phantrungthuan,1500.0
824,HotStepBroz,1500.0
825,Syuu,1500.0
826,Tran_Gia_Sang,1500.0
827,nangucode,1500.0
828,minhnguyenxuan60,1500.0
829,future,1500.0
830,WinHandsome,1500.0
831,nguyenhuunguyen123,1500.0
832,brownfox2k6,1500.0
833,ljtunas,1500.0
834,luongdung0000,1500.0
835,0768638872,1500.0
836,zont09,1500.0
837,Ca_chep_hoa_rong,1500.0
838,thk_oc_cho,1500.0
839,taitruong256,1500.0
840,unbreaker23,1500.0
841,huongmai,1500.0
842,HoangMC2009,1500.0
843,supercoder2902,1500.0
844,trieuyanglake_1,1500.0
845,Hoangminh06,1500.0
846,PBNam2709,1500.0
847,ducdtm,1500.0
848,dongthien01,1500.0
849,PhamGiaKhangTink6,1500.0
850,qtran_vox,1500.0
851,HA_Blue2809,1500.0
852,tranductri2003,1500.0
853,buimanh,1500.0
854,ITK11_ThanhDanh,1500.0
855,nguyennhanai25,1500.0
856,baolamdz,1500.0
857,trongvan245,1500.0
858,k63_TranCamLy,1500.0
859,wuywuy,1500.0
860,LDK_tink29,1500.0
861,TDMU_NVMinh,1500.0
862,gsdt,1500.0
863,thebestwaytoacissucksol,1500.0
864,vuongtien,1500.0
865,longjr008,1500.0
866,ThaiThienTruong12,1500.0
867,cushinmu,1500.0
868,nguyendinhkhiem,1500.0
869,minhho,1500.0
870,huytranq,1500.0
871,huyduc,1500.0
872,Eren,1500.0
873,Choloihuanohoa,1500.0
874,nhattung3006,1500.0
875,baithanhcabuon,1500.0
876,songdecode,1500.0
877,thanphong,1500.0
878,taimoitapcode1,1500.0
879,2211khanhdh,1500.0
880,giapthan29,1500.0
881,justasimplename,1500.0
882,eggnoodle,1500.0
883,junj66963,1500.0
884,GnAs,1500.0
885,anhkhoak33tin,1500.0
886,Salzz,1500.0
887,M1nh,1500.0
888,bqvkhang,1500.0
889,aduprovjp,1500.0
890,LTNA,1500.0
891,ImBored,1500.0
892,pnhatvy,1500.0
893,Sally,1500.0
894,nguyendinhngockhoa,1500.0
895,phat141207,1500.0
896,nguot,1500.0
897,MinhQNgo,1500.0
898,hvd1026,1500.0
899,tink29minhtri33,1500.0
900,accve4,1500.0
901,bichtram2503,1500.0
902,unknown_coder123,1500.0
903,roseb_,1500.0
904,trojanKnight,1500.0
905,PeterPan,1500.0
906,shark,1500.0
907,minhlordht,1500.0
908,thinhmayman01,1500.0
909,KienLee219,1500.0
910,reliably_not_huy,1500.0
911,robeotin10,1500.0
912,buivietthanh,1500.0
913,ngotruongsinh,1500.0
914,k1_tqviet,1500.0
915,ngonhatmin,1500.0
916,114tinnamnguyenle,1500.0
917,nguyenkhanhminh000,1500.0
918,kamiyabei,1500.0
919,SPyofgame,1500.0
920,TuanSimp000,1500.0
921,adc,1500.0
922,myfamily,1500.0
923,KuroSatouDeepTry,1500.0
924,1ink,1500.0
925,Duyntt,1500.0
926,DungQuocHinh,1500.0
927,hoan2k1,1500.0
928,sleep,1500.0
929,CBNK30_hoangphu,1500.0
930,Nguyen_le2632007,1500.0
931,kusatsukihikari,1500.0
932,Phattin1,1500.0
933,votienkhoa,1500.0
934,nhung210902,1500.0
935,thienbaobentre,1250.0
936,justcuong123,1250.0
937,DGMinecraft123,1250.0
938,adamvaeva,1250.0
939,l4p,1250.0
940,vodanhdamcontest,1250.0
941,TDangTK,1250.0
942,trongtenlinhcbhk64,1250.0
943,boitestcode,1250.0
944,haifong,1250.0
945,Nguyen_Trong_Quy,1250.0
946,thu_ha,1250.0
947,thiuwunh,1250.0
948,Khaindq07,1250.0
949,ITK10_THƯ,1250.0
950,phanthai1601,1000.0
951,D1,1000.0
952,zeeptobean,1000.0
953,longprovjp26,1000.0
954,phong123,1000.0
955,songhoang,1000.0
956,trinhbao2006,1000.0
957,trungnguyenduc,1000.0
958,phucthuhai,1000.0
959,tink29nguyenhuy10,1000.0
960,abc_123,1000.0
961,bnxquocdat2k7,1000.0
962,hung123456,1000.0
963,anotherk,1000.0
964,nguyennha,1000.0
965,H2SO4,1000.0
966,vinhtien_phan,1000.0
967,KIET22,1000.0
968,hoangtamdev,1000.0
969,sonhoang2071,1000.0
970,bankientapcode,750.0
971,chrispham258,750.0
972,viethq,750.0
973,baodz123,750.0
974,vanduy6a1,750.0
975,Quinys,750.0
976,Mikael639,750.0
977,star_kiet_daoviettuan_6A0,750.0
978,ytuananhptnk,750.0
979,FREEDOM,750.0
980,huy_yd1,750.0
981,trieuvy0399,750.0
982,Thang_Nguyen,750.0
983,trthminh1112,750.0
984,TranTuanKiet,750.0
985,monkey_d_oggy,750.0
986,divinera2,750.0
987,HaoVoxx,750.0
988,1A9N0H5,750.0
989,quangdat,750.0
990,AnhTranCPP,750.0
991,lnahg,750.0
992,quochuong2006,750.0
993,thkjconay,750.0
994,thinhnguyen15012006,750.0
995,PhamKhanhHuyen_k115,750.0
996,hoanglinh142007,750.0
997,tae,750.0
998,giangnopro,750.0
999,BuiDinhLoc,750.0
1000,nghiafry_2007,750.0
1001,thuan2k4,750.0
1002,kobitchsgame,750.0
1003,schizocatto,750.0
1004,dattenthoimaphuctapthe,750.0
