Rank,Username,Total Points
1005,hquy247,750.0
1006,bucode,750.0
1007,Shidou,750.0
1008,nthien2008,750.0
1009,GiaHuyTink29,750.0
1010,Sheyer,750.0
1011,dung123a,500.0
1012,hoangvbck11,500.0
1013,lmtaasd,500.0
1014,emhocdem070,500.0
1015,thanhnguyen07,500.0
1016,_nhathyy_,500.0
1017,yeuquy,500.0
1018,tryharderforioi,500.0
1019,kazoukanjo,500.0
1020,Motconmeocon,500.0
1021,Tin31_HoangLeTran,500.0
1022,khoibubi2007,500.0
1023,amongusxdxd,500.0
1024,YumeBaka,500.0
1025,dlowkey,500.0
1026,chaeunwoo,500.0
1027,quinten814,500.0
1028,latrung12a4,500.0
1029,khanh07102006,500.0
1030,Max4740,500.0
1031,sonlam4403,500.0
1032,wather149,500.0
1033,n3nhannxt,500.0
1034,lygaz,500.0
1035,TienDayy,500.0
1036,tuan404,500.0
1037,HankWilson,500.0
1038,diiy69,500.0
1039,Anh_Sieu,500.0
1040,six_2907,500.0
1041,luuvu2010,500.0
1042,sikilol142356,500.0
1043,gujunpyo1993,500.0
1044,dovantohieu123,500.0
1045,secret__,500.0
1046,cycastic,500.0
1047,quann,500.0
1048,kiengkvn2305,500.0
1049,t4lf4n,500.0
1050,l1i3nh,500.0
1051,sonMH,500.0
1052,uete41,500.0
1053,DuyLe,500.0
1054,hoangcaolong,500.0
1055,chavietcode,500.0
1056,KAN000,500.0
1057,4uckd3v,500.0
1058,littletree,500.0
1059,fireice0809,500.0
1060,Asamii,500.0
1061,YinLin,500.0
1062,suzurain,500.0
1063,nguyenthanhlong0703,500.0
1064,MaiThanh1342,500.0
1065,MrDonutMan25062006,500.0
1066,katking,500.0
1067,OBITO5,500.0
1068,obamagaming108,500.0
1069,phuc_nhc,500.0
1070,chou,500.0
1071,khoa2310,500.0
1072,caocap,500.0
1073,TDuyDat,500.0
1074,DuongNhanAC,500.0
1075,aidan2691,500.0
1076,Demonauuu,500.0
1077,nguyentien2810,500.0
1078,mattob2612,500.0
1079,VietDaSau,500.0
1080,lamtinhoc,500.0
1081,DangAnhxd,500.0
1082,Bindu,500.0
1083,WhoPeople,500.0
1084,phamhoangu,500.0
1085,thuanphat03,500.0
1086,Tom_Pham,500.0
1087,DucNguyen2007,500.0
1088,helloworld_08,500.0
1089,hokhanh2003,500.0
1090,minwiee,500.0
1091,KhoaCoolNgau,500.0
1092,namit_k64,500.0
1093,Dungney_08,500.0
1094,htthtt12t1,500.0
1095,Phoenixu,500.0
1096,Nitowl12,500.0
1097,minhhoang2307,500.0
1098,fuocs,500.0
1099,bedieu123,500.0
1100,hmmmmmcpp,500.0
1101,Tien_2004,500.0
1102,hoangdao03,500.0
1103,CBNK30_nhungoc,500.0
1104,trinhvtuan,500.0
1105,HV_DuongPhucThienNhan_BL_2022,500.0
1106,minhat,500.0
1107,ninhdoktph,500.0
1108,dzhoz0,500.0
1109,cbh_k64_tue,500.0
1110,KLAY,500.0
1111,codenopro,500.0
1112,legminhvn,500.0
1113,traam,500.0
1114,duytink64,500.0
1115,tin2225_hovantuanhung,500.0
1116,DangPhuDuy0,500.0
1117,Nkhang1303,500.0
1118,VDotMint,500.0
1119,quynhne,500.0
1120,KSuMinh,500.0
1121,h1euct,500.0
1122,hophuoc4so9,500.0
1123,Quan064,500.0
1124,TKhai,500.0
1125,trongit,500.0
1126,Evelyn,500.0
1127,cohostai,500.0
1128,plnb,500.0
1129,longlilom87,500.0
1130,daVincent,500.0
1131,datdo1309,500.0
1132,TienManh12,500.0
1133,Vyvieeee,500.0
1134,ladyforce,500.0
1135,IT1K11_KIET,500.0
1136,ToiDiChepCodeDao,500.0
1137,lcnguyencs,500.0
1138,tuanhai2k7,500.0
1139,ur77ec17235,500.0
1140,monkemonke07,500.0
1141,monke_bi_bai_nao,500.0
1142,ManhTien,500.0
1143,National_Wind,500.0
1144,Vuonghack,500.0
1145,vuphuong13,500.0
1146,power,500.0
1147,hainaonao,500.0
1148,Khanhduy123,500.0
1149,sakura14743,500.0
1150,DTAN,0.0
1151,Kazama1912,0.0
1152,vvd,0.0
1153,NoContestHere,0.0
1154,huynhanhkiet457,0.0
1155,akirajang,0.0
1156,vampirik,0.0
1157,MingTam,0.0
1158,NguyenQuocHung69,0.0
1159,hieudeeptry,0.0
1160,LeThanhVinh_24,0.0
1161,dttung2113,0.0
1162,ntac3nt,0.0
1163,gva_nguyenlethaovy,0.0
1164,tranhuuthang2806,0.0
1165,Lotus7372,0.0
1166,NghiaMinh,0.0
1167,VNJ,0.0
1168,Khoipu,0.0
1169,DuongSoSad,0.0
1170,CongVien,0.0
1171,nhannghia2007,0.0
1172,amyanhcuong,0.0
1173,Claytus07,0.0
1174,Hai2k9,0.0
1175,nguyendkhoa,0.0
1176,dontknowmyname,0.0
1177,Myee,0.0
1178,thanhtam25,0.0
1179,trankhanhduy10a13,0.0
1180,huyquang1602,0.0
1181,hungle0108,0.0
1182,Robert8413,0.0
1183,MinhDepZaiVL27,0.0
1184,cloud_komacine,0.0
1185,Khanhhuyen190305,0.0
1186,nguyenhang17,0.0
1187,dymo,0.0
1188,manh9205,0.0
1189,Ivanovic,0.0
1190,noregiann,0.0
1191,Snowflake,0.0
1192,theshadow_04,0.0
1193,Huy_không_chuyên,0.0
1194,qvanle,0.0
1195,tmp,0.0
1196,FireGhost130104,0.0
1197,HOFLIM,0.0
1198,ashirogi,0.0
1199,This_is_a_name,0.0
1200,tuankiet17ti,0.0
1201,spnowadays,0.0
1202,manhtuan22007,0.0
1203,quocbao,0.0
1204,thienphong,0.0
1205,LeThanhMinh,0.0
1206,memelord0509,0.0
1207,Bob15324,0.0
1208,trungnotchung,0.0
1209,leth1nh05,0.0
1210,caubecanlao,0.0
1211,HungTT,0.0
1212,ProFox28,0.0
1213,N7hoatt,0.0
1214,TTNhan,0.0
1215,water,0.0
1216,thaihoa1414,0.0
1217,HoangH7,0.0
1218,hienn,0.0
1219,t,0.0
1220,wongmile,0.0
1221,thienbao1602,0.0
1222,manager,0.0
1223,minhtan,0.0
1224,edatnvt,0.0
1225,phanhuykhang,0.0
1226,vcnam,0.0
1227,Phuong070306,0.0
1228,taki412,0.0
1229,cuman,0.0
1230,HCBL123,0.0
1231,Ceyaciuwu,0.0
1232,dungz,0.0
1233,vinhkk,0.0
1234,LêThanhThảo,0.0
1235,neko,0.0
1236,nhatkhangdtp,0.0
1237,hanhpro69,0.0
1238,taifanhdevit,0.0
1239,dieunn,0.0
1240,lehieuvts,0.0
1241,houtaruijika,0.0
1242,lesonchttk2,0.0
1243,chautanphat,0.0
1244,Ndk2309_,0.0
1245,dungdq2002,0.0
1246,longtqtqn,0.0
1247,phund_ls,0.0
1248,CBNK28_XUANTHAO,0.0
1249,NhanHoang510,0.0
1250,binminh01,0.0
1251,tien999,0.0
1252,hodoanbaochau,0.0
1253,114tinduongnguyendang,0.0
1254,114tinphongnguyenbao,0.0
1255,hoangteo0103,0.0
1256,tvnhan_k15,0.0
1257,baoq06,0.0
1258,K_K,0.0
1259,cfcuong,0.0
1260,NguyenHuuNhatQuang,0.0
1261,namdang,0.0
1262,quanvhoah,0.0
1263,27_Le_Trung_Hung,0.0
1264,kaotualtd,0.0
1265,Huy_Tagama0409,0.0
1266,phanvantien1405,0.0
1267,SickDuck,0.0
1268,Aurora,0.0
1269,Bot473,0.0
1270,Nguyenvng,0.0
1271,minhtrung,0.0
1272,ftwanlin,0.0
1273,hackerpro,0.0
1274,WorldCreator,0.0
1275,m_tuan_11,0.0
1276,NguyenMinhKhang21L7_BMT,0.0
1277,thanhtai0801,0.0
1278,K1_BTKHIEM,0.0
1279,K1_GTDANG,0.0
1280,iamnmt,0.0
1281,nhanleff,0.0
1282,yunan30028090,0.0
1283,newbiecoder123,0.0
1284,NguyenQuangKhai,0.0
1285,chienthan,0.0
1286,kalem,0.0
1287,nguyenhongnam207,0.0
1288,Smiling_le,0.0
1289,K25LPHOANG,0.0
1290,phd,0.0
1291,dhbao2505,0.0
1292,hjhj2211,0.0
1293,chiko6233,0.0
1294,quoc,0.0
1295,Khang2006,0.0
1296,levantruonghv,0.0
1297,ntkiet,0.0
1298,cbl09_ngocdung,0.0
1299,phulx,0.0
1300,connornguyxn,0.0
1301,tronghuy,0.0
1302,AeonARY,0.0
1303,tuenhi,0.0
1304,mie,0.0
1305,Khuong_K31,0.0
1306,FugoHaze002,0.0
1307,nguyentribaothang,0.0
1308,Toai2604,0.0
1309,bruhlmao21,0.0
1310,khangzzz,0.0
1311,nhtlongcs,0.0
1312,khanhvinh9,0.0
1313,Betterthaneveryone,0.0
1314,trhungg58,0.0
1315,khuyenbd8bb,0.0
1316,thanhbaccua,0.0
1317,LongDepTraiYeuEmRatNhieu,0.0
1318,idontknow,0.0
1319,phucthuhigh,0.0
1320,phan_thuy_tram_11022007,0.0
1321,Erebus,0.0
1322,NguyenLee,0.0
1323,Kaitoyt14,0.0
1324,duc_anh,0.0
1325,lebahieu,0.0
1326,Nhatanh2k7a,0.0
1327,EdricAlbert,0.0
1328,HappyWar,0.0
1329,tathuyminh,0.0
1330,davele,0.0
1331,harrypc25,0.0
1332,YNMP,0.0
1333,kakanvk,0.0
1334,LeSonnn_,0.0
1335,sylv224,0.0
1336,huynhtrungkiet09032005,0.0
1337,nadatforever,0.0
1338,Tri,0.0
1339,TobiOnTop,0.0
1340,baoheyhey,0.0
1341,tuoitre,0.0
1342,thaibeo123,0.0
1343,_minhduc,0.0
1344,Nguyen0k,0.0
1345,pcthuoc,0.0
1346,tldquynh,0.0
1347,Dannyplusplus,0.0
1348,dio123123,0.0
1349,nguyendinhan,0.0
1350,vlongtpct,0.0
1351,Duong31,0.0
1352,leanhtuan_2007,0.0
1353,neverdie,0.0
1354,nagologan,0.0
1355,stefenan,0.0
1356,masterduel,0.0
1357,teddybear2503,0.0
1358,Dungduyit,0.0
1359,tuedepzai,0.0
1360,chubohamhoc,0.0
1361,hoang7k9z,0.0
1362,chubedanye,0.0
1363,minhkien0402,0.0
1364,tula,0.0
1365,anhvin007,0.0
1366,olong,0.0
1367,doanhaianh60,0.0
1368,NotKeobe,0.0
1369,thaocute,0.0
1370,MinhNguyenHi,0.0
1371,NPGH_20222025,0.0
1372,rukawakaede,0.0
1373,Ben_Alex,0.0
1374,beesama,0.0
1375,H2O,0.0
1376,BotSubmit,0.0
1377,znetUwU1212,0.0
1378,iken511,0.0
1379,louis_no_pro,0.0
1380,qwerty123,0.0
1381,phanh051,0.0
1382,Thaidz,0.0
1383,quanghuyyl21,0.0
1384,Rainy,0.0
1385,ducdacoder3103,0.0
1386,khanhtruong3116,0.0
1387,yeuem,0.0
1388,kienoniichan123,0.0
1389,nguyennh,0.0
1390,huydzls,0.0
1391,Florentino,0.0
1392,khanhss,0.0
1393,mfuc,0.0
1394,starlight_129,0.0
1395,bibe107,0.0
1396,HAnya,0.0
1397,duong09,0.0
1398,baolong310876,0.0
1399,methedev08,0.0
1400,VIETSOCUTE,0.0
1401,Shogun,0.0
1402,baocheo123,0.0
1403,qwertyuiop2201,0.0
1404,huyenphuong1005,0.0
1405,bongbongbangbang,0.0
1406,VdHd092,0.0
1407,georgedo,0.0
1408,DQC,0.0
1409,VScodelord1_2,0.0
1410,truynnuwu,0.0
1411,if_else_la_he_tu_tuong,0.0
1412,dinhducminh,0.0
1413,tminh_hk20,0.0
1414,lyis_27,0.0
1415,hoangduc4007,0.0
1416,Cream_cake,0.0
1417,bopngu,0.0
1418,Macvuanhdai05,0.0
1419,enbiii,0.0
1420,bedeo,0.0
1421,xanhxanhxanh,0.0
1422,macvinh,0.0
1423,Tran_Minh_Quan169,0.0
1424,SpaceInvaderwasd123,0.0
1425,DinhLong,0.0
1426,khoan2202,0.0
1427,Loganly,0.0
1428,DuCanhVNOI,0.0
1429,uzumakiii,0.0
1430,4c5050686174,0.0
1431,trucno1vlvl,0.0
1432,caominhkhoi,0.0
1433,cheesethanknguyen,0.0
1434,nhantrechau0327,0.0
1435,masterdemon,0.0
1436,chuchodibo,0.0
1437,Cwistor,0.0
1438,coderdayxahoi,0.0
1439,ThinhNoob,0.0
1440,Sang522008,0.0
1441,Haydkcwp7363,0.0
1442,ZDat09,0.0
1443,trumcode,0.0
1444,mammy,0.0
1445,nad2k6,0.0
1446,phcbaka,0.0
1447,HaventName,0.0
1448,smokeincoder,0.0
1449,minh2611088,0.0
1450,pcthuoc1,0.0
1451,nguyenlequan261109,0.0
1452,Suntzu,0.0
1453,chudinhduc,0.0
1454,tdkhang,0.0
1455,itqnuer,0.0
1456,QuangToanIT,0.0
1457,hienchau2612,0.0
1458,hishigaming,0.0
1459,lemai,0.0
1460,Miner,0.0
1461,baotoan,0.0
1462,falcon2006,0.0
1463,cutevclll,0.0
1464,Tuanjhg,0.0
1465,ythien27,0.0
1466,Gunter,0.0
1467,BlackCat,0.0
1468,thaidungdl,0.0
1469,Wibu_never_die,0.0
1470,law18IC,0.0
1471,niugnep,0.0
1472,sonloc17,0.0
1473,hung2k4love,0.0
1474,phatthoang2004,0.0
1475,SYKHOA233,0.0
1476,danielnguyen2005,0.0
1477,shadow3009,0.0
1478,khoahuynh_314,0.0
1479,gmo344312,0.0
1480,truongyen_nguyendaikhang,0.0
1481,ninhvan_vandinhchi,0.0
1482,shuu2k4,0.0
1483,h22dang,0.0
1484,tranminhtriet2023,0.0
1485,Nguyen_2007,0.0
1486,Dat121107,0.0
1487,321AA123,0.0
1488,HinaNarukami,0.0
1489,holmesdore,0.0
1490,itdainb,0.0
1491,tranduybao,0.0
1492,dodat,0.0
1493,SirTterr,0.0
1494,barrettdempsey,0.0
1495,BanhMiKepThit,0.0
1496,NTD,0.0
1497,noname2302,0.0
1498,KhanhNguyen07,0.0
1499,bap23012003,0.0
1500,Seele1,0.0
1501,mvkhanh181,0.0
1502,hanbmax,0.0
1503,HanHogan14824,0.0
1504,leducnhan,0.0
1505,paulaml,0.0
1506,tnhminh,0.0
1507,co_ban_ve_chai001,0.0
1508,kieuminhduc153,0.0
1509,Tharoboiz06,0.0
1510,nova,0.0
1511,bts_2004,0.0
1512,sugar_kma,0.0
1513,chinhbean09,0.0
1514,BanhMyXiuMai,0.0
1515,nguyetnguyen1726,0.0
1516,Tramnguyen,0.0
1517,hungnh219,0.0
1518,hmduong2k11,0.0
1519,brute_force,0.0
1520,Teddy0409,0.0
1521,Special4444,0.0
1522,uyen_ngz,0.0
1523,minhttt333,0.0
1524,shuyangtagane,0.0
1525,avgnoob1,0.0
1526,tranhantgdd2020,0.0
1527,cjjjjjk,0.0
1528,phongvngg,0.0
1529,Yuji2k,0.0
1530,phanuyccl95,0.0
1531,ChuHoang2009,0.0
1532,Cadoc,0.0
1533,uiz,0.0
1534,DucKMA,0.0
1535,Divelen0,0.0
1536,trieuvi0905,0.0
1537,qkkca,0.0
1538,trangiasang,0.0
1539,vingon2017,0.0
1540,khanhduy23112006,0.0
1541,vitcuom,0.0
1542,Hoang_LPH,0.0
1543,TysonWestley,0.0
1544,tuancoi,0.0
1545,Congratulation,0.0
1546,light123,0.0
1547,pichu,0.0
1548,huongtinlvtnb123,0.0
1549,quyet,0.0
1550,viethaocpp,0.0
1551,bedao,0.0
1552,namm18,0.0
1553,huynhchiton981,0.0
1554,DIO_JoJo,0.0
1555,pttt,0.0
1556,quoctrungbp48,0.0
1557,thinhelzan842,0.0
1558,CBNK29_123Hoa,0.0
1559,duyanhk35itctq,0.0
1560,NguyenDucMinh,0.0
1561,daotuandat2007,0.0
1562,114tinanhleduc,0.0
1563,phuong_thao,0.0
1564,STELLAR,0.0
1565,123456,0.0
1566,dquockhanh2k6,0.0
1567,Son_Tung_MTP_1,0.0
1568,Huy_Khanh_309,0.0
1569,chicken2k7,0.0
1570,alfred2917,0.0
1571,tk28tanphat,0.0
1572,huynhyen1609,0.0
1573,banhminong,0.0
1574,nnhhaatt,0.0
1575,brzit,0.0
1576,minhnhut57,0.0
1577,KhoaHa123,0.0
1578,lobozinho,0.0
1579,Quangthieunang,0.0
1580,Quene_Huy,0.0
1581,Ducanh2002,0.0
1582,Kotoha,0.0
1583,hyy_tran,0.0
1584,htnguit,0.0
1585,maybekillyou,0.0
1586,Chiro,0.0
1587,K_h_a_n_h_1,0.0
1588,hoang_noob,0.0
1589,NTAN,0.0
1590,ITK11_HuuThinh,0.0
1591,nhatminh10tin,0.0
1592,sussybaka,0.0
1593,ntdung254,0.0
1594,htrung0111,0.0
1595,tnkhuyen,0.0
1596,deqdqdqe,0.0
1597,vandung,0.0
1598,phmducctintdn,0.0
1599,TLinhA5K64CBH,0.0
1600,dodinhhoanganh,0.0
1601,thesith,0.0
1602,_Leviatan_,0.0
1603,1502dth,0.0
1604,tink29lenhuttri32,0.0
1605,115nguyenminhvu,0.0
1606,hoangkhang101,0.0
1607,Smile211107,0.0
1608,CoderConqueror,0.0
1609,dnbns2,0.0
1610,tonghoang,0.0
1611,voivuive,0.0
1612,duybao2,0.0
1613,Tris2k4,0.0
1614,phamducminh5388,0.0
1615,dd_trunghieu,0.0
1616,khanh12,0.0
1617,NMDuc,0.0
1618,grr,0.0
1619,alicebof,0.0
1620,lenhathuy5789,0.0
1621,vinhtink34,0.0
1622,tst22398,0.0
1623,dcsvn,0.0
1624,provnojvn,0.0
1625,TVSown,0.0
1626,acident,0.0
1627,Duchuytan880,0.0
1628,dungprolayer,0.0
1629,unknown_user,0.0
1630,ngtran,0.0
1631,ktoan619,0.0
1632,thienthanh9207,0.0
1633,dragoncityp1,0.0
1634,Ledung1907,0.0
1635,vjudge5,0.0
1636,harmxvu,0.0
1637,dot,0.0
1638,vandinhchi,0.0
1639,Khanh3127,0.0
1640,zlcdc,0.0
1641,Nguyenvietminhducllt1,0.0
1642,remyvnkhiemtruong,0.0
1643,KG_120,0.0
1644,KietGiaNguyen,0.0
1645,Dainn,0.0
1646,ligmaC,0.0
1647,bvc01654,0.0
1648,UrMomBF,0.0
1649,minhphuongthichCode,0.0
1650,yexiu,0.0
1651,srmt,0.0
1652,DuyKhanh25062006,0.0
1653,zipiziliox,0.0
1654,TENLAGIVAY,0.0
1655,zunesu,0.0
1656,tht24_0064,0.0
1657,mikecohi,0.0
1658,tuibietchoiomen,0.0
1659,dongnq,0.0
1660,Phuong5569,0.0
1661,Mr_yori5,0.0
1662,Naruuchi,0.0
1663,wuynhsdy,0.0
1664,rkt42385,0.0
1665,nikolas,0.0
1666,thichovui,0.0
1667,thaophann,0.0
1668,comtam_sg,0.0
1669,faketivity,0.0
1670,tlualgosec,0.0
1671,Yordle,0.0
1672,blamdangiu,0.0
1673,ntrh_07,0.0
1674,ngoquocbinh0312,0.0
1675,Hau_Dinh,0.0
1676,thuthaor,0.0
1677,nomorepain,0.0
1678,Capmh,0.0
1679,NaCl1092,0.0
1680,hoanghaine,0.0
1681,Kryant9z,0.0
1682,mvu28082007,0.0
1683,tuankiet305,0.0
1684,thaitoan2311,0.0
1685,Hoangthichhoctin,0.0
1686,xuantruong23,0.0
1687,vhphuc,0.0
1688,K63Tin_PhanCongThu,0.0
1689,lucy_16,0.0
1690,THDG,0.0
1691,xd_vuthanhan,0.0
1692,nguyentienviet,0.0
1693,doantam,0.0
1694,phungdat2k3,0.0
1695,domcvn,0.0
1696,nhatngohong,0.0
1697,Terminators,0.0
1698,leminhha,0.0
1699,ving3011,0.0
1700,Minhkiet1234,0.0
1701,tadangduong,0.0
1702,huynhsang2004a,0.0
1703,datvit102,0.0
1704,cbl_nhat,0.0
1705,enyx,0.0
1706,Gao_Pink,0.0
1707,huythinhtink32,0.0
1708,JackDuy,0.0
1709,hoccode,0.0
1710,dylantamau,0.0
1711,hoang199,0.0
1712,hoctotnhehung,0.0
1713,vqhung123,0.0
1714,ctbhathai,0.0
1715,I_am_newbie,0.0
1716,quak910,0.0
1717,ledev,0.0
1718,faker,0.0
1719,avatarstar1133,0.0
1720,ngutin,0.0
1721,ChilenGaming,0.0
1722,qn1035,0.0
1723,NguyenHuy_lang,0.0
1724,GasmaskChan,0.0
1725,vuhoangphuc,0.0
1726,k30phuongnd,0.0
1727,quocduy10a3,0.0
1728,phuckhanhk40tin,0.0
1729,115tin_CaoXuanHuy,0.0
1730,chauhoangthuc,0.0
1731,levietcong2k7,0.0
1732,ITK11_DUY,0.0
1733,nguyenduongthevi34151,0.0
1734,giakiet_tink6,0.0
1735,Fan_marvinthang_20_nam,0.0
1736,machianh_qop,0.0
1737,user13,0.0
1738,minhdang7a6,0.0
1739,SO4,0.0
1740,HT_ndtinh,0.0
1741,Present_is_Perfect,0.0
1742,QuanBuiAnh,0.0
1743,tienle0103,0.0
1744,hikari,0.0
1745,sondt85,0.0
1746,vha22tiltv,0.0
1747,lehoangphuc2007,0.0
1748,vinhdz1909,0.0
1749,tuongnguyenst1511,0.0
1750,golinkvn123,0.0
1751,Duong_Khai,0.0
1752,mtung,0.0
1753,TTALGNrr,0.0
1754,rip_thanhvinh2k11,0.0
1755,luonganhhao,0.0
1756,batdapzai2k,0.0
1757,hnnan13hcm,0.0
1758,vndkhoi,0.0
1759,fromhgbwithlove,0.0
1760,daothithuhoai6c,0.0
1761,Kokomi,0.0
1762,Anth_vu,0.0
1763,ZRus,0.0
1764,tranngocthienphuc,0.0
1765,a3k45vuhao,0.0
1766,TBThao,0.0
1767,hoangtrongthinh2010,0.0
1768,tranha2102,0.0
1769,hoangthinh22032010,0.0
1770,b22dcat101,0.0
1771,PhuThien2810,0.0
1772,kyvynguyen1902,0.0
1773,Saam,0.0
1774,Minh_Tan2010,0.0
1775,nguyentuandung,0.0
1776,tutithuybi123,0.0
1777,hiennau7a,0.0
1778,dang_vi_thuong2468_com,0.0
1779,hmkhanh472010,0.0
1780,HT_Kaisrtia,0.0
1781,ngodongquyen,0.0
1782,nguyenvnbinh2010,0.0
1783,tk22dangminhduc,0.0
1784,lek176234,0.0
1785,UserConter,0.0
1786,Rip_BaoLam99999,0.0
1787,thaitm2013,0.0
1788,mh121203,0.0
1789,Thanh2011,0.0
1790,ducanhb21,0.0
1791,SallyCute,0.0
