Rank,Username,Total Points
161,huykgchv,6000.0
162,tuoitrexinloianhchi,6000.0
163,thanhan,6000.0
164,k65_KhacMinhCBH,6000.0
165,DragJ,6000.0
166,quydang251,5750.0
167,nazunasdish,5750.0
168,ProTeam15,5750.0
169,ind1v,5750.0
170,quangminh11,5750.0
171,entropy9910,5750.0
172,hieuhfgr,5750.0
173,thanhbinh13,5750.0
174,huynhtrungkiet09032005,5750.0
175,miraiya,5750.0
176,diep38,5750.0
177,duyphamm,5750.0
178,canhnam357,5500.0
179,Pewpew,5500.0
180,hat_haanhtien,5500.0
181,vuphuong2,5500.0
182,ki30,5500.0
183,quandnanh1,5500.0
184,E3320198,5500.0
185,SilentKnight,5250.0
186,trandangquang,5250.0
187,chautanphat,5250.0
188,giabao8a70409042008,5250.0
189,User272820,5250.0
190,ILovveyyou,5250.0
191,han2997,5250.0
192,BJJK,5250.0
193,TranThienPhuc2657,5250.0
194,manhsobad,5250.0
195,K32NGUYENKHANH,5250.0
196,thuanphong20042009,5000.0
197,dinhquang2006vx,5000.0
198,tunangoo,5000.0
199,thequang145,5000.0
200,hungmaxx,5000.0
201,tadanhdat123,5000.0
202,quanduongxuan12,5000.0
203,hungntils,5000.0
204,dangnguyenbaovn,5000.0
205,huy99919,5000.0
206,HuyyTD,5000.0
207,newbie_AK2k8,5000.0
208,ndgbach0604,5000.0
209,nam160125,5000.0
210,pqhxapple,5000.0
211,dex111222333444555,5000.0
212,xuanquanhl050309,5000.0
213,LeDuyTan_2009,5000.0
214,vinhcongnguyen2009,5000.0
215,xjs,5000.0
216,Huy_Khanh_309,5000.0
217,Astaroth,5000.0
218,toquangnhattink5,5000.0
219,lisoth,5000.0
220,tuongtaylor,5000.0
221,dxz,5000.0
222,nhatsonhtb2008,5000.0
223,khaicucaii,5000.0
224,huyngoquang78,4750.0
225,ninh,4750.0
226,baolong310876,4750.0
227,son2008,4500.0
228,KAKOII,4500.0
229,Longvn_XD,4500.0
230,lmtcv19,4500.0
231,MaPha,4500.0
232,tktungtd,4500.0
233,QuangVinh,4500.0
234,ithero,4500.0
235,NguyenDucDung2008,4500.0
236,i_loveMA,4500.0
239,sushi,4000.0
241,4uckd3v,4000.0
242,duongnamngohl,4000.0
243,letrungggg,4000.0
244,minhquancute,4000.0
245,binkien2009,4000.0
246,nbz0210,4000.0
247,quanmapne,4000.0
248,vlnt32,4000.0
249,vinhtien_phan,4000.0
250,C17H18F3NO,4000.0
251,injeolmi,3750.0
252,trinhvtuan,3750.0
253,Ricexies,3750.0
254,do_the_thing,3750.0
255,foxcbh,3750.0
256,Huy08,3750.0
257,hlk28khuong,3750.0
258,duongofficial,3750.0
259,cc123,3750.0
260,maxphast5102,3750.0
261,happynewy920,3750.0
262,dung134,3750.0
263,2009_trongkhoa,3750.0
264,vietanhnrosv2,3750.0
265,taivo2404,3750.0
266,vuhunganhscallion,3750.0
267,hungcuong040506,3750.0
268,TruongTuanKiet_1,3750.0
269,HuyDarwin,3750.0
270,Anhtt,3750.0
271,ductrung,3750.0
272,Sherwin,3750.0
273,thanhbx5c,3750.0
274,baokhoa,3500.0
275,FubuGold,3500.0
276,davele,3500.0
277,procoder,3500.0
278,nqk2k8btf001,3500.0
279,ducminh130709,3500.0
281,HaiPham05_yeuscode,3500.0
282,Thanh09,3500.0
283,Hai,3500.0
284,ndeshi,3500.0
285,VKU_Chipi,3500.0
286,huynguyen09,3500.0
287,lehoang,3500.0
288,themaver1cks,3500.0
289,tung04885,3500.0
290,garbaca,3500.0
291,nhub9889,3500.0
292,huehuehue,3500.0
293,dangminhduc2k9th,3500.0
294,NNN,3500.0
295,buituancvp,3500.0
296,PhatKhongNgu,3250.0
297,lethienquan28052006,3250.0
298,vodacbaoandn,3250.0
299,letienbinh_812,3250.0
300,hoangkimhung193,3250.0
301,nai0610,3250.0
302,DevilxWitC28,3250.0
303,mathduck,3250.0
304,khanhgng,3250.0
305,phkhanh_ti22,3250.0
306,Shinoz,3250.0
307,anhdung040709,3250.0
308,baoheyhey,3250.0
309,QuanVanHoang,3250.0
310,tndbang,3250.0
311,Kluco,3250.0
312,Jellalaz,3250.0
313,thangnd,3250.0
314,edhlii,3250.0
315,chavus,3250.0
316,Terence,3250.0
317,HuyVu,3250.0
318,ThanhPhong,3250.0
319,ddd,3250.0
320,JingLee,3250.0
321,jamienguyen,3250.0
322,xoxoxoxoxo,3250.0
323,TheLostSun,3250.0
324,wlg,3250.0
325,thanhmay2406,3250.0
326,NguyenMinhKhang21L7_BMT,3250.0
327,kodomotachi,3250.0
328,chao_long,2750.0
329,Lilinta,2500.0
330,P_Bao,2500.0
331,_no_love_no_gain_,2500.0
332,HuyAT,2250.0
333,datluong_48,2250.0
334,hbphuc2009,2250.0
335,T_Yangtze_T,2250.0
336,cuongvuong,2250.0
337,nguyentan10052006,2250.0
338,voxthane,2250.0
339,Thaocherry,2250.0
340,yureki3657,2250.0
341,nb_truonghansieu_nguyenminhnha,2250.0
342,hungthai2k5,2250.0
343,HuyNhat,2250.0
344,wezaemon,2250.0
345,phamtienhoang,2250.0
346,HaoVoxx,2250.0
347,silv,2250.0
348,LK,2250.0
349,BlueH,2250.0
350,danhne,2000.0
351,Hung_Doan2009,2000.0
352,duongnguyen0210,2000.0
353,dungnt,1750.0
354,2009buithiennhan,1750.0
355,tdkhai1,1750.0
356,SuckTinHock,1750.0
357,water,1750.0
358,DucNguyenNoob,1750.0
359,nqtr,1750.0
360,Faiaratto,1750.0
361,zyngoc02,1750.0
362,nguyencongquang0209,1750.0
363,truonghovuviet,1750.0
364,kuromi,1750.0
365,nguyenthanhnhan13032009,1750.0
366,rickyrowlet,1750.0
367,avatarstar1133,1750.0
368,Wayzztheturtle,1750.0
369,Sungskibidi,1750.0
370,hp1206,1750.0
371,raiden2k5,1750.0
372,bibimatkip,1750.0
373,teudepdzai,1750.0
374,ndan,1750.0
375,HalogenBr,1750.0
376,nguyengiakhanh7979,1750.0
377,itsQuang,1750.0
378,phuthien2709,1750.0
379,PhamQuocViet,1750.0
380,voanhminh,1750.0
381,hoanglongg,1750.0
382,NAnh0607,1750.0
383,buituantai,1750.0
384,hoang128,1750.0
385,CBNK29_MinhTuan,1750.0
386,lekhietkontum,1750.0
387,Soraino,1750.0
388,nauTstr,1750.0
389,coderbiccubing,1750.0
390,honglamtapcode,1500.0
391,k26tudm,1250.0
392,imsuck,1250.0
393,dienhaidang,1250.0
394,quannm,1000.0
395,DDQ_08072006,1000.0
396,minhkochamhoc,1000.0
397,GuraGawrUwU,1000.0
398,tranxuandat2006ld,1000.0
399,tuananh2519tsb,1000.0
400,vnkhoa838,1000.0
401,ItsIsora,1000.0
402,icecoffees,1000.0
403,hieunghia,1000.0
404,nhaanvux,1000.0
405,ARSENAL1886,750.0
406,trungdzvcb,500.0
407,thevinhnguyenhacker,500.0
408,0_KAZU_0,500.0
409,THPTHD_Hieu,500.0
410,beHung,500.0
411,monkeymister352,500.0
412,YukatouArimotou,500.0
413,cushinmu,500.0
414,nguyentranhieu208,500.0
416,mluong145,500.0
418,hoangnguyen123,500.0
419,hmv08,500.0
420,Longdzsv11,500.0
421,NQThinh,500.0
422,XinhNhatHeMatTroi0212,500.0
423,mquan20012009,500.0
424,ngodangtuananh5,500.0
425,DanNguyn,500.0
426,rexdino,500.0
427,anhtrietnguyen70,500.0
428,Duwta,500.0
429,theelphenomeno10,500.0
430,honghdu,500.0
431,JAYDEN,500.0
432,xuanvu29,500.0
433,leanhduy,500.0
434,trvhung,500.0
435,Ahuyhuy_23,500.0
436,dahnerdindahroom,500.0
437,sussybaka,500.0
